type,ID,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula
5,4,3517193,78394555,95204900,1322676900,-3756,-760,16380,nan
6,2,10706625,78396179,95165500,1322676900,nan,nan,nan,32244
5,3,15111805,78397021,95167049,1322676900,-9608,2608,13156,nan
5,4,3519868,78397245,95207575,1322676900,-3620,-832,16296,nan
6,2,10709340,78398894,95168215,1322676900,nan,nan,nan,32231
5,3,15114495,78399710,95169738,1322676900,-9604,2624,13160,nan
6,2,10712055,78401610,95170930,1322676900,nan,nan,nan,32219
6,2,10714770,78404325,95173645,1322676900,nan,nan,nan,32216
6,2,10717485,78407040,95176360,1322676900,nan,nan,nan,32205
6,2,10720200,78409755,95179075,1322676900,nan,nan,nan,32204
6,2,10722915,78412473,95181790,1322676901,nan,nan,nan,32201
6,2,10725630,78415186,95184505,1322676901,nan,nan,nan,32202
6,2,10728346,78417900,95187220,1322676901,nan,nan,nan,32198
6,2,10731061,78420617,95189936,1322676901,nan,nan,nan,32190
5,3,15135833,78421261,95172428,1322676901,-9588,2560,13228,nan
5,4,3544318,78421500,95210250,1322676901,-3648,-712,16384,nan
6,2,10733776,78423332,95192651,1322676901,nan,nan,nan,32190
5,3,15138621,78423839,95193766,1322676901,-9652,2424,13160,nan
5,4,3547166,78424347,95234700,1322676901,-3624,-732,16336,nan
6,2,10736491,78426049,95195366,1322676901,nan,nan,nan,32192
5,3,15141310,78426527,95196554,1322676901,-9628,2480,13212,nan
5,4,3549841,78427024,95237548,1322676901,-3624,-656,16384,nan
6,2,10739206,78428764,95198081,1322676901,nan,nan,nan,32188
5,3,15144000,78429217,95199243,1322676901,-9592,2476,13188,nan
5,4,3552516,78429697,95240223,1322676901,-3624,-680,16380,nan
6,2,10741921,78431478,95200796,1322676901,nan,nan,nan,32177
5,3,15146689,78431906,95201933,1322676901,-9648,2500,13192,nan
5,4,3555190,78432372,95242898,1322676901,-3628,-700,16432,nan
6,2,10744636,78434192,95203511,1322676901,nan,nan,nan,32181
5,4,3557865,78435046,95245572,1322676901,-3564,-696,16348,nan
6,2,10747351,78436909,95206226,1322676901,nan,nan,nan,32179
5,4,3560539,78437722,95248247,1322676901,-3628,-680,16408,nan
6,2,10750066,78439623,95208941,1322676901,nan,nan,nan,32177
5,4,3563214,78440396,95250921,1322676901,-3572,-668,16356,nan
6,2,10752781,78442338,95211656,1322676901,nan,nan,nan,32175
5,4,3565888,78443073,95253596,1322676901,-3600,-648,16380,nan
6,2,10755496,78445053,95214371,1322676902,nan,nan,nan,32166
5,4,3568563,78445746,95256270,1322676902,-3596,-668,16392,nan
6,2,10758211,78447768,95217086,1322676902,nan,nan,nan,32163
5,4,3571237,78448423,95258945,1322676902,-3608,-648,16412,nan
6,2,10760926,78450484,95219801,1322676902,nan,nan,nan,32173
5,4,3573912,78451094,95261619,1322676902,-3576,-640,16316,nan
6,2,10763641,78453199,95222516,1322676902,nan,nan,nan,32144
5,4,3576586,78453769,95264294,1322676902,-3564,-612,16304,nan
6,2,10766356,78455916,95225231,1322676902,nan,nan,nan,32006
5,3,15170717,78456173,95204622,1322676902,-9572,2568,13212,nan
5,4,3579261,78456444,95266968,1322676902,-3548,-616,16432,nan
6,2,10769071,78458630,95227946,1322676902,nan,nan,nan,31950
5,3,15173503,78458817,95228650,1322676902,-9428,2976,13276,nan
5,4,3581935,78459122,95269643,1322676902,-3512,-636,16480,nan
6,2,10771787,78461347,95230661,1322676902,nan,nan,nan,31872
5,3,15176193,78461534,95231436,1322676902,-9360,3116,13416,nan
5,4,3584610,78461793,95272317,1322676902,-3512,-604,16528,nan
6,2,10774502,78464059,95233377,1322676902,nan,nan,nan,31856
5,3,15178882,78464246,95234126,1322676902,-9240,3136,13328,nan
5,4,3587284,78464470,95274992,1322676902,-3476,-552,16368,nan
6,2,10777217,78466776,95236092,1322676902,nan,nan,nan,31883
5,3,15181572,78467035,95236815,1322676902,-9192,3216,13344,nan
5,4,3589959,78467223,95277666,1322676902,-3508,-548,16436,nan
6,2,10779932,78469491,95238807,1322676902,nan,nan,nan,31865
5,3,15184262,78469680,95239505,1322676902,-9176,3248,13340,nan
5,4,3592633,78469868,95280341,1322676902,-3496,-528,16416,nan
6,2,10782647,78472206,95241522,1322676902,nan,nan,nan,31866
5,3,15186951,78472394,95242195,1322676902,-9160,3292,13312,nan
5,4,3595308,78472582,95283015,1322676902,-3540,-536,16436,nan
5,3,15189641,78474860,95244884,1322676902,-9152,3332,13388,nan
6,2,10785362,78475049,95244237,1322676902,nan,nan,nan,31918
5,4,3597983,78475703,95285690,1322676902,-3536,-528,16376,nan
5,3,15192330,78477550,95247574,1322676903,-9068,3292,13332,nan
6,2,10788077,78477811,95246952,1322676903,nan,nan,nan,31894
5,4,3600657,78478000,95288365,1322676903,-3536,-472,16380,nan
5,3,15195020,78480240,95250263,1322676903,-9152,3348,13460,nan
6,2,10790792,78480429,95249667,1322676903,nan,nan,nan,32003
5,4,3603332,78480618,95291039,1322676903,-3572,-516,16448,nan
5,3,15197710,78482929,95252953,1322676903,-9108,3256,13372,nan
6,2,10793507,78483119,95252382,1322676903,nan,nan,nan,32024
5,4,3606006,78483308,95293714,1322676903,-3496,-524,16372,nan
5,3,15200399,78485618,95255643,1322676903,-9132,3384,13472,nan
6,2,10796222,78485808,95255097,1322676903,nan,nan,nan,32040
5,4,3608681,78485997,95296388,1322676903,-3600,-520,16448,nan
5,3,15203089,78488346,95258332,1322676903,-9084,3300,13348,nan
6,2,10798937,78488608,95257812,1322676903,nan,nan,nan,32073
5,4,3611355,78488799,95299063,1322676903,-3556,-516,16352,nan
5,3,15205778,78490998,95261022,1322676903,-9060,3300,13360,nan
5,3,15208468,78493688,95263711,1322676903,-9116,3328,13356,nan
5,3,15211157,78496378,95266401,1322676903,-9108,3344,13432,nan
5,3,15213847,78499067,95269090,1322676903,-9136,3288,13408,nan
5,3,15216537,78501865,95271780,1322676903,-9136,3300,13356,nan
5,3,15219226,78504446,95274470,1322676903,-9196,3316,13360,nan
5,3,15221916,78507173,95277159,1322676903,-9232,3216,13352,nan
5,3,15224605,78509826,95279849,1322676904,-9224,3300,13384,nan
5,3,15227295,78512520,95282538,1322676904,-9248,3172,13352,nan
6,2,10823220,78512783,95260527,1322676904,nan,nan,nan,32188
5,4,3635807,78513546,95301737,1322676904,-3596,-572,16360,nan
5,3,15229985,78515205,95285228,1322676904,-9260,3164,13292,nan
6,2,10826163,78515725,95284810,1322676904,nan,nan,nan,32261
5,4,3638655,78515917,95326189,1322676904,-3572,-620,16412,nan
5,3,15232674,78517896,95287918,1322676904,-9284,3152,13272,nan
6,2,10828878,78518441,95287753,1322676904,nan,nan,nan,32263
5,4,3641329,78518633,95329037,1322676904,-3588,-604,16376,nan
5,3,15235364,78520588,95290607,1322676904,-9312,3112,13272,nan
6,2,10831593,78521157,95290468,1322676904,nan,nan,nan,32262
5,4,3644004,78521379,95331711,1322676904,-3572,-636,16356,nan
5,3,15238053,78523276,95293297,1322676904,-9284,3064,13240,nan
6,2,10834308,78523871,95293183,1322676904,nan,nan,nan,32243
5,4,3646678,78524392,95334386,1322676904,-3556,-600,16376,nan
5,3,15240743,78525967,95295986,1322676904,-9364,3108,13300,nan
5,4,3649353,78526542,95337060,1322676904,-3592,-656,16472,nan
6,2,10837023,78526719,95295898,1322676904,nan,nan,nan,32236
5,3,15243433,78528656,95298676,1322676904,-9348,3008,13264,nan
5,4,3652027,78529214,95339735,1322676904,-3512,-680,16344,nan
6,2,10839738,78529392,95298613,1322676904,nan,nan,nan,32229
5,3,15246122,78531434,95301366,1322676904,-9392,3044,13332,nan
5,4,3654702,78531890,95342409,1322676904,-3584,-660,16468,nan
6,2,10842453,78532068,95301328,1322676904,nan,nan,nan,32229
5,3,15248812,78534036,95304055,1322676904,-9360,2956,13276,nan
5,4,3657376,78534564,95345084,1322676904,-3536,-644,16356,nan
6,2,10845168,78534811,95304043,1322676904,nan,nan,nan,32224
5,3,15251501,78536724,95306745,1322676904,-9368,2924,13292,nan
5,4,3660051,78537243,95347758,1322676904,-3564,-640,16400,nan
6,2,10847883,78537446,95306758,1322676904,nan,nan,nan,32214
5,4,3662725,78539913,95350433,1322676904,-3552,-648,16356,nan
6,2,10850598,78540161,95309473,1322676904,nan,nan,nan,32214
5,4,3665400,78542587,95353107,1322676905,-3596,-644,16428,nan
6,2,10853313,78542877,95312188,1322676905,nan,nan,nan,32210
5,4,3668074,78545262,95355782,1322676905,-3544,-660,16356,nan
6,2,10856028,78545592,95314903,1322676905,nan,nan,nan,32205
5,4,3670749,78547939,95358456,1322676905,-3564,-616,16356,nan
6,2,10858743,78548307,95317618,1322676905,nan,nan,nan,32197
5,4,3673423,78550611,95361131,1322676905,-3568,-680,16480,nan
6,2,10861458,78551022,95320333,1322676905,nan,nan,nan,32197
5,4,3676097,78553287,95363805,1322676905,-3524,-676,16368,nan
6,2,10864173,78553738,95323048,1322676905,nan,nan,nan,32194
5,4,3678772,78555960,95366479,1322676905,-3576,-644,16420,nan
6,2,10866888,78556452,95325763,1322676905,nan,nan,nan,32197
5,4,3681446,78558636,95369154,1322676905,-3548,-616,16392,nan
6,2,10869603,78559168,95328478,1322676905,nan,nan,nan,32193
5,4,3684121,78561310,95371828,1322676905,-3560,-652,16392,nan
6,2,10872318,78561883,95331193,1322676905,nan,nan,nan,32188
5,4,3686795,78563985,95374503,1322676905,-3560,-648,16372,nan
6,2,10875033,78564599,95333908,1322676905,nan,nan,nan,32189
5,4,3689470,78566659,95377177,1322676905,-3588,-632,16416,nan
6,2,10877748,78567314,95336623,1322676905,nan,nan,nan,32189
5,4,3692144,78569336,95379852,1322676905,-3552,-624,16388,nan
6,2,10880463,78570030,95339338,1322676905,nan,nan,nan,32189
5,4,3694819,78572008,95382526,1322676905,-3568,-612,16352,nan
6,2,10883178,78572744,95342053,1322676905,nan,nan,nan,32179
5,4,3697493,78574683,95385201,1322676906,-3552,-660,16448,nan
6,2,10885893,78575459,95344768,1322676906,nan,nan,nan,32183
5,4,3700168,78577357,95387875,1322676906,-3544,-640,16392,nan
6,2,10888608,78578176,95347483,1322676906,nan,nan,nan,32184
5,4,3702842,78580033,95390550,1322676906,-3576,-616,16424,nan
6,2,10891323,78580889,95350198,1322676906,nan,nan,nan,32183
5,3,15296709,78581935,95309434,1322676906,-9468,2712,13256,nan
5,4,3705517,78582709,95393224,1322676906,-3552,-616,16388,nan
6,2,10894038,78583606,95352913,1322676906,nan,nan,nan,32184
5,4,3708191,78585383,95395899,1322676906,-3560,-640,16380,nan
6,2,10896753,78586320,95355628,1322676906,nan,nan,nan,32177
5,4,3710866,78588058,95398573,1322676906,-3572,-624,16384,nan
6,2,10899468,78589037,95358343,1322676906,nan,nan,nan,32178
5,4,3713540,78590730,95401248,1322676906,-3584,-632,16412,nan
6,2,10902183,78591751,95361058,1322676906,nan,nan,nan,32181
5,4,3716214,78593405,95403922,1322676906,-3544,-620,16352,nan
6,2,10904898,78594466,95363773,1322676906,nan,nan,nan,32176
5,4,3718889,78596081,95406596,1322676906,-3572,-592,16392,nan
6,2,10907613,78597182,95366488,1322676906,nan,nan,nan,32168
5,4,3721563,78598755,95409271,1322676906,-3552,-632,16408,nan
6,2,10910328,78599896,95369203,1322676906,nan,nan,nan,32173
5,4,3724238,78601429,95411945,1322676906,-3528,-624,16392,nan
6,2,10913043,78602612,95371918,1322676906,nan,nan,nan,32175
5,4,3726912,78604105,95414620,1322676906,-3572,-608,16396,nan
6,2,10915758,78605327,95374633,1322676906,nan,nan,nan,32151
5,4,3729587,78606779,95417294,1322676906,-3512,-580,16336,nan
6,2,10918473,78608041,95377348,1322676907,nan,nan,nan,32099
5,4,3732261,78609455,95419969,1322676907,-3544,-608,16436,nan
6,2,10921188,78610757,95380063,1322676907,nan,nan,nan,32034
5,4,3734936,78612128,95422643,1322676907,-3532,-596,16380,nan
6,2,10923903,78613471,95382778,1322676907,nan,nan,nan,31937
5,4,3737610,78614803,95425318,1322676907,-3532,-572,16420,nan
6,2,10926618,78616187,95385493,1322676907,nan,nan,nan,31902
5,4,3740285,78617478,95427992,1322676907,-3512,-564,16484,nan
6,2,10929333,78618884,95388208,1322676907,nan,nan,nan,31852
5,4,3742959,78620152,95430667,1322676907,-3520,-488,16364,nan
6,2,10932048,78621618,95390923,1322676907,nan,nan,nan,31867
5,4,3745634,78622827,95433341,1322676907,-3528,-532,16464,nan
6,2,10934763,78624332,95393638,1322676907,nan,nan,nan,31935
5,4,3748308,78625503,95436016,1322676907,-3476,-516,16376,nan
6,2,10937478,78627048,95396353,1322676907,nan,nan,nan,31978
5,3,15342013,78627345,95354642,1322676907,-9304,3084,13328,nan
5,4,3750983,78628175,95438690,1322676907,-3564,-492,16468,nan
6,2,10940194,78629763,95399068,1322676907,nan,nan,nan,31985
5,4,3753657,78630851,95441365,1322676907,-3516,-488,16372,nan
6,2,10942909,78632479,95401784,1322676907,nan,nan,nan,31984
5,4,3756332,78633525,95444039,1322676907,-3552,-504,16424,nan
6,2,10945624,78635194,95404499,1322676907,nan,nan,nan,32017
5,4,3759006,78636199,95446714,1322676907,-3556,-508,16376,nan
6,2,10948339,78637909,95407214,1322676907,nan,nan,nan,32049
5,4,3761681,78638875,95449388,1322676907,-3596,-512,16424,nan
6,2,10951054,78640624,95409929,1322676908,nan,nan,nan,32074
5,4,3764355,78641550,95452063,1322676908,-3568,-500,16372,nan
6,2,10953770,78643325,95412644,1322676908,nan,nan,nan,32099
5,4,3767030,78644226,95454737,1322676908,-3580,-492,16364,nan
6,2,10956485,78646056,95415360,1322676908,nan,nan,nan,32167
5,4,3769704,78646902,95457412,1322676908,-3600,-540,16364,nan
6,2,10959200,78648770,95418075,1322676908,nan,nan,nan,32214
5,4,3772379,78649575,95460086,1322676908,-3536,-568,16384,nan
6,2,10961915,78651490,95420790,1322676908,nan,nan,nan,32225
5,4,3775054,78652249,95462761,1322676908,-3604,-564,16488,nan
6,2,10964630,78654202,95423505,1322676908,nan,nan,nan,32234
5,4,3777728,78654922,95465436,1322676908,-3568,-552,16368,nan
6,2,10967345,78656916,95426220,1322676908,nan,nan,nan,32229
5,4,3780403,78657598,95468110,1322676908,-3564,-560,16384,nan
6,2,10970060,78659632,95428935,1322676908,nan,nan,nan,32232
5,4,3783077,78660273,95470785,1322676908,-3592,-568,16392,nan
6,2,10972775,78662347,95431650,1322676908,nan,nan,nan,32241
5,4,3785752,78662948,95473459,1322676908,-3604,-576,16392,nan
6,2,10975491,78665063,95434365,1322676908,nan,nan,nan,32241
5,4,3788426,78665623,95476134,1322676908,-3580,-572,16372,nan
6,2,10978206,78667759,95437081,1322676908,nan,nan,nan,32232
5,4,3791101,78668297,95478808,1322676908,-3588,-528,16372,nan
6,2,10980921,78670475,95439796,1322676908,nan,nan,nan,32232
5,4,3793776,78670972,95481483,1322676908,-3604,-600,16408,nan
6,2,10983636,78673210,95442511,1322676909,nan,nan,nan,32236
5,4,3796450,78673647,95484158,1322676909,-3552,-616,16376,nan
6,2,10986351,78675905,95445226,1322676909,nan,nan,nan,32234
5,4,3799125,78676320,95486832,1322676909,-3604,-596,16448,nan
6,2,10989066,78678639,95447941,1322676909,nan,nan,nan,32226
5,4,3801799,78678995,95489507,1322676909,-3568,-584,16364,nan
6,2,10991781,78681355,95450656,1322676909,nan,nan,nan,32223
5,4,3804474,78681673,95492181,1322676909,-3604,-584,16388,nan
6,2,10994496,78684068,95453371,1322676909,nan,nan,nan,32215
5,4,3807148,78684344,95494856,1322676909,-3580,-608,16356,nan
6,2,10997211,78686784,95456086,1322676909,nan,nan,nan,32211
5,4,3809823,78687019,95497530,1322676909,-3624,-592,16424,nan
6,2,10999926,78689500,95458801,1322676909,nan,nan,nan,32219
5,4,3812497,78689695,95500205,1322676909,-3588,-592,16372,nan
6,2,11002641,78692214,95461516,1322676909,nan,nan,nan,32209
5,4,3815172,78692401,95502879,1322676909,-3608,-572,16340,nan
6,2,11005356,78694930,95464231,1322676909,nan,nan,nan,32212
5,4,3817846,78695117,95505554,1322676909,-3592,-616,16440,nan
6,2,11008071,78697644,95466946,1322676909,nan,nan,nan,32210
5,4,3820521,78697831,95508228,1322676909,-3580,-612,16384,nan
6,2,11010786,78700345,95469661,1322676909,nan,nan,nan,32208
5,4,3823195,78700532,95510903,1322676909,-3624,-592,16408,nan
5,4,3825870,78703068,95513577,1322676909,-3592,-572,16364,nan
6,2,11035070,78724647,95472376,1322676910,nan,nan,nan,32198
5,4,3847646,78724844,95516252,1322676910,-3592,-584,16384,nan
6,2,11038014,78727590,95496660,1322676910,nan,nan,nan,32187
5,4,3850493,78727848,95538028,1322676910,-3596,-580,16396,nan
6,2,11040729,78730304,95499604,1322676910,nan,nan,nan,32184
5,4,3853167,78730492,95540875,1322676910,-3592,-608,16380,nan
6,2,11043444,78733021,95502319,1322676910,nan,nan,nan,32182
5,4,3855842,78733209,95543549,1322676910,-3604,-584,16376,nan
5,3,15450847,78736081,95399946,1322676910,-9508,2712,13248,nan
6,2,11067727,78757306,95505034,1322676911,nan,nan,nan,32183
5,4,3880292,78757494,95546224,1322676911,-3600,-612,16380,nan
5,3,15474972,78760208,95508780,1322676911,-9528,2624,13236,nan
6,2,11070670,78760397,95529317,1322676911,nan,nan,nan,32180
5,4,3883139,78760585,95570674,1322676911,-3584,-580,16360,nan
6,2,11073385,78762963,95532260,1322676911,nan,nan,nan,32180
5,3,15477760,78763224,95532905,1322676911,-9524,2636,13252,nan
5,4,3885813,78763413,95573521,1322676911,-3596,-572,16420,nan
6,2,11076100,78765714,95534975,1322676911,nan,nan,nan,32181
6,2,11079312,78768891,95537690,1322676911,nan,nan,nan,32175
6,2,11082027,78771607,95540902,1322676912,nan,nan,nan,32177
6,2,11084742,78774322,95543617,1322676912,nan,nan,nan,32180
6,2,11087457,78777037,95546332,1322676912,nan,nan,nan,32178
6,2,11090172,78779750,95549047,1322676912,nan,nan,nan,32176
6,2,11092887,78782467,95551762,1322676912,nan,nan,nan,32177
6,2,11095602,78785182,95554477,1322676912,nan,nan,nan,32180
5,4,3910264,78787465,95576195,1322676912,-3600,-584,16396,nan
6,2,11098317,78787897,95557192,1322676912,nan,nan,nan,32178
5,4,3913110,78790312,95600646,1322676912,-3580,-592,16344,nan
6,2,11101032,78790612,95559907,1322676912,nan,nan,nan,32175
5,4,3915785,78792988,95603492,1322676912,-3584,-580,16368,nan
6,2,11103747,78793310,95562622,1322676912,nan,nan,nan,32160
5,4,3918459,78795663,95606167,1322676912,-3604,-600,16456,nan
6,2,11106462,78796043,95565337,1322676912,nan,nan,nan,32174
5,4,3921134,78798337,95608841,1322676912,-3548,-608,16352,nan
6,2,11109177,78798758,95568052,1322676912,nan,nan,nan,32176
5,4,3923809,78801011,95611516,1322676912,-3624,-596,16444,nan
6,2,11111892,78801474,95570767,1322676912,nan,nan,nan,32177
5,4,3926483,78803686,95614191,1322676912,-3556,-572,16340,nan
6,2,11114607,78804187,95573482,1322676913,nan,nan,nan,32177
5,4,3929158,78806361,95616865,1322676913,-3592,-596,16416,nan
6,2,11117323,78806904,95576197,1322676913,nan,nan,nan,32172
5,4,3931832,78809036,95619540,1322676913,-3592,-592,16392,nan
6,2,11120038,78809619,95578913,1322676913,nan,nan,nan,32171
5,4,3934507,78811710,95622214,1322676913,-3588,-584,16388,nan
6,2,11122753,78812337,95581628,1322676913,nan,nan,nan,32176
5,4,3937182,78814387,95624889,1322676913,-3596,-576,16416,nan
6,2,11125468,78815050,95584343,1322676913,nan,nan,nan,32180
5,4,3939856,78817062,95627564,1322676913,-3580,-600,16344,nan
6,2,11128183,78817764,95587058,1322676913,nan,nan,nan,32174
5,4,3942531,78819735,95630238,1322676913,-3560,-568,16268,nan
6,2,11130898,78820755,95589773,1322676913,nan,nan,nan,32126
5,4,3945205,78822410,95632913,1322676913,-3556,-616,16456,nan
6,2,11133613,78823194,95592488,1322676913,nan,nan,nan,32038
5,4,3947880,78825085,95635587,1322676913,-3516,-628,16448,nan
6,2,11136328,78825910,95595203,1322676913,nan,nan,nan,31971
5,4,3950554,78827760,95638262,1322676913,-3556,-620,16464,nan
6,2,11139043,78828632,95597918,1322676913,nan,nan,nan,31915
5,4,3953229,78830434,95640936,1322676913,-3508,-588,16388,nan
6,2,11141758,78831342,95600633,1322676913,nan,nan,nan,31906
5,4,3955904,78833108,95643611,1322676913,-3524,-596,16408,nan
6,2,11144473,78834056,95603348,1322676913,nan,nan,nan,31897
5,4,3958578,78835783,95646286,1322676913,-3540,-592,16420,nan
6,2,11147189,78836772,95606063,1322676914,nan,nan,nan,31928
5,4,3961253,78838458,95648960,1322676914,-3552,-596,16372,nan
6,2,11149904,78839487,95608779,1322676914,nan,nan,nan,31968
5,4,3963927,78841133,95651635,1322676914,-3564,-592,16436,nan
6,2,11152619,78842203,95611494,1322676914,nan,nan,nan,32007
5,4,3966602,78843809,95654309,1322676914,-3572,-588,16372,nan
6,2,11155334,78844919,95614209,1322676914,nan,nan,nan,31993
5,4,3969277,78846483,95656984,1322676914,-3576,-552,16356,nan
6,2,11158049,78847634,95616924,1322676914,nan,nan,nan,32043
5,4,3971951,78849159,95659659,1322676914,-3560,-588,16436,nan
6,2,11160764,78850349,95619639,1322676914,nan,nan,nan,32070
5,4,3974626,78851833,95662333,1322676914,-3544,-584,16384,nan
6,2,11163479,78853065,95622354,1322676914,nan,nan,nan,32077
5,4,3977300,78854507,95665008,1322676914,-3620,-564,16432,nan
6,2,11166194,78855778,95625069,1322676914,nan,nan,nan,32114
5,4,3979975,78857181,95667682,1322676914,-3568,-572,16356,nan
6,2,11168909,78858495,95627784,1322676914,nan,nan,nan,32164
5,4,3982649,78859856,95670357,1322676914,-3604,-592,16408,nan
6,2,11171625,78861210,95630499,1322676914,nan,nan,nan,32199
5,4,3985324,78862531,95673031,1322676914,-3608,-584,16352,nan
6,2,11174340,78863926,95633215,1322676914,nan,nan,nan,32215
5,4,3987998,78865205,95675706,1322676914,-3588,-588,16388,nan
6,2,11177055,78866639,95635930,1322676914,nan,nan,nan,32228
5,4,3990673,78867881,95678380,1322676914,-3620,-580,16392,nan
6,2,11179770,78869354,95638645,1322676914,nan,nan,nan,32238
5,4,3993347,78870556,95681055,1322676915,-3612,-596,16384,nan
6,2,11182485,78872070,95641360,1322676915,nan,nan,nan,32242
5,4,3996022,78873230,95683729,1322676915,-3592,-592,16320,nan
6,2,11185200,78874786,95644075,1322676915,nan,nan,nan,32255
5,4,3998697,78875905,95686404,1322676915,-3576,-640,16428,nan
6,2,11187915,78877501,95646790,1322676915,nan,nan,nan,32243
5,4,4001371,78878579,95689079,1322676915,-3584,-608,16416,nan
6,2,11190630,78880217,95649505,1322676915,nan,nan,nan,32240
5,4,4004046,78881255,95691753,1322676915,-3616,-604,16392,nan
6,2,11193345,78882933,95652220,1322676915,nan,nan,nan,32233
5,4,4006720,78883928,95694428,1322676915,-3576,-584,16356,nan
6,2,11196060,78885647,95654935,1322676915,nan,nan,nan,32224
5,4,4009395,78886604,95697102,1322676915,-3592,-612,16412,nan
6,2,11198775,78888360,95657650,1322676915,nan,nan,nan,32217
5,4,4012069,78889277,95699777,1322676915,-3604,-588,16356,nan
6,2,11201490,78891076,95660365,1322676915,nan,nan,nan,32214
5,4,4014744,78891951,95702451,1322676915,-3620,-580,16416,nan
6,2,11204205,78893792,95663080,1322676915,nan,nan,nan,32211
5,4,4017418,78894628,95705126,1322676915,-3584,-576,16380,nan
6,2,11206920,78896510,95665795,1322676915,nan,nan,nan,32199
5,4,4020093,78897304,95707800,1322676915,-3600,-556,16332,nan
6,2,11209635,78899222,95668510,1322676915,nan,nan,nan,32204
5,4,4022768,78899976,95710475,1322676915,-3584,-600,16432,nan
6,2,11212350,78901938,95671225,1322676915,nan,nan,nan,32197
5,4,4025442,78902651,95713150,1322676916,-3568,-584,16368,nan
6,2,11215065,78904654,95673940,1322676916,nan,nan,nan,32199
5,4,4028117,78905327,95715824,1322676916,-3616,-572,16432,nan
6,2,11217781,78907372,95676655,1322676916,nan,nan,nan,32194
5,4,4030791,78908000,95718499,1322676916,-3576,-548,16368,nan
6,2,11220496,78910084,95679371,1322676916,nan,nan,nan,32191
5,4,4033466,78910676,95721173,1322676916,-3600,-584,16392,nan
6,2,11223211,78912798,95682086,1322676916,nan,nan,nan,32190
5,4,4036140,78913352,95723848,1322676916,-3604,-556,16388,nan
6,2,11225926,78915514,95684801,1322676916,nan,nan,nan,32190
5,4,4038815,78916024,95726522,1322676916,-3612,-544,16384,nan
6,2,11228641,78918230,95687516,1322676916,nan,nan,nan,32193
5,4,4041489,78918699,95729197,1322676916,-3588,-532,16368,nan
6,2,11231356,78920945,95690231,1322676916,nan,nan,nan,32189
5,4,4044164,78921374,95731871,1322676916,-3604,-544,16388,nan
6,2,11234071,78923660,95692946,1322676916,nan,nan,nan,32180
5,4,4046838,78924048,95734546,1322676916,-3608,-556,16428,nan
6,2,11236786,78926375,95695661,1322676916,nan,nan,nan,32182
5,4,4049513,78927031,95737220,1322676916,-3556,-588,16368,nan
6,2,11239501,78929091,95698376,1322676916,nan,nan,nan,32184
5,4,4052187,78929397,95739895,1322676916,-3616,-544,16444,nan
6,2,11242216,78931805,95701091,1322676916,nan,nan,nan,32184
5,4,4054862,78932074,95742569,1322676916,-3568,-540,16356,nan
6,2,11244931,78934521,95703806,1322676916,nan,nan,nan,32184
5,4,4057536,78934746,95745244,1322676916,-3588,-544,16404,nan
6,2,11247646,78937236,95706521,1322676917,nan,nan,nan,32180
5,4,4060211,78937459,95747918,1322676917,-3584,-560,16376,nan
6,2,11250361,78939951,95709236,1322676917,nan,nan,nan,32181
5,4,4062886,78940143,95750593,1322676917,-3596,-556,16388,nan
6,2,11253076,78942667,95711951,1322676917,nan,nan,nan,32183
5,4,4065560,78942890,95753268,1322676917,-3588,-540,16428,nan
6,2,11255791,78945381,95714666,1322676917,nan,nan,nan,32181
5,4,4068235,78945573,95755942,1322676917,-3584,-544,16360,nan
6,2,11258506,78948097,95717381,1322676917,nan,nan,nan,32174
5,4,4070909,78948321,95758617,1322676917,-3584,-528,16352,nan
6,2,11282789,78972381,95720096,1322676918,nan,nan,nan,32179
5,4,4095360,78972572,95761291,1322676918,-3568,-548,16392,nan
6,2,11285731,78975323,95744379,1322676918,nan,nan,nan,32175
5,4,4098206,78975501,95785742,1322676918,-3576,-552,16420,nan
6,2,11288447,78978039,95747321,1322676918,nan,nan,nan,32177
5,4,4100881,78978217,95788588,1322676918,-3540,-588,16352,nan
6,2,11291162,78980753,95750037,1322676918,nan,nan,nan,32178
5,4,4103555,78980931,95791263,1322676918,-3580,-556,16460,nan
5,4,4106230,78983445,95793937,1322676918,-3548,-548,16360,nan
6,2,11315446,79005041,95752752,1322676919,nan,nan,nan,32180
5,4,4128007,79005224,95796612,1322676919,-3556,-568,16408,nan
6,2,11318389,79007982,95777036,1322676919,nan,nan,nan,32177
5,4,4130856,79008230,95818389,1322676919,-3552,-588,16432,nan
6,2,11321104,79010699,95779979,1322676919,nan,nan,nan,32179
5,4,4133530,79010885,95821238,1322676919,-3520,-572,16392,nan
6,2,11323819,79013413,95782694,1322676919,nan,nan,nan,32181
5,4,4136205,79013599,95823912,1322676919,-3536,-600,16408,nan
5,4,4138879,79016094,95826587,1322676919,-3544,-588,16392,nan
6,2,11326534,79016280,95785409,1322676919,nan,nan,nan,32178
5,4,4141554,79018769,95829261,1322676919,-3548,-592,16396,nan
6,2,11329250,79018955,95788124,1322676919,nan,nan,nan,32181
5,4,4144229,79021446,95831936,1322676919,-3536,-588,16388,nan
6,2,11331965,79021631,95790840,1322676919,nan,nan,nan,32181
5,4,4146903,79024120,95834611,1322676919,-3548,-600,16400,nan
