type,ID,nodeTimestamp,bsTimestamp,syncTimestamp,systemTime,accelX,accelY,accelZ,cannula
5,4,11468705,86346352,103156414,1322677143,-3392,-576,16408,nan
5,3,6284728,86347610,103117189,1322677143,-8984,2740,13656,nan
6,2,1881317,86348607,103117408,1322677143,nan,nan,nan,32193
5,4,11471378,86349025,103159087,1322677143,-3332,-636,16488,nan
5,3,6287417,86350299,103119877,1322677143,-8988,2664,13660,nan
6,2,1884031,86351323,103120123,1322677143,nan,nan,nan,32195
5,4,11474050,86351698,103161760,1322677143,-3360,-608,16416,nan
5,3,6290105,86352987,103122566,1322677143,-9036,2704,13696,nan
6,2,1886746,86354038,103122837,1322677143,nan,nan,nan,32195
5,4,11476723,86354371,103164432,1322677143,-3364,-592,16484,nan
5,3,6292793,86355677,103125254,1322677143,-9012,2660,13684,nan
6,2,1889461,86356754,103125552,1322677143,nan,nan,nan,32193
5,4,11479396,86357043,103167105,1322677143,-3368,-580,16412,nan
5,3,6295482,86358365,103127942,1322677143,-9012,2644,13672,nan
6,2,1892176,86359471,103128267,1322677143,nan,nan,nan,32192
5,4,11482069,86359719,103169778,1322677143,-3360,-592,16428,nan
5,3,6298170,86361053,103130631,1322677143,-9028,2632,13628,nan
6,2,1894891,86362183,103130982,1322677143,nan,nan,nan,32189
5,4,11484741,86362390,103172451,1322677143,-3388,-580,16404,nan
5,3,6300860,86363745,103133319,1322677143,-9036,2640,13676,nan
6,2,1897606,86364900,103133697,1322677143,nan,nan,nan,32188
5,4,11487414,86365087,103175123,1322677143,-3400,-592,16476,nan
5,3,6303549,86366432,103136009,1322677143,-9016,2624,13636,nan
6,2,1900321,86367613,103136412,1322677143,nan,nan,nan,32188
5,4,11490087,86367800,103177796,1322677143,-3368,-588,16388,nan
5,3,6306238,86369121,103138698,1322677143,-9016,2612,13644,nan
6,2,1903036,86370328,103139127,1322677143,nan,nan,nan,32177
5,4,11492759,86370515,103180469,1322677143,-3404,-564,16416,nan
5,3,6308926,86371810,103141387,1322677143,-9048,2632,13652,nan
6,2,1905751,86373045,103141842,1322677143,nan,nan,nan,32184
5,4,11495432,86373233,103183141,1322677143,-3348,-600,16488,nan
5,3,6311614,86374498,103144075,1322677144,-9028,2572,13680,nan
6,2,1908466,86375759,103144557,1322677144,nan,nan,nan,32184
5,4,11498105,86375946,103185814,1322677144,-3376,-588,16424,nan
5,3,6314302,86377187,103146763,1322677144,-9052,2636,13688,nan
5,4,11500778,86378428,103188487,1322677144,-3380,-580,16484,nan
6,2,1911181,86378616,103147272,1322677144,nan,nan,nan,32185
5,3,6316991,86379875,103149451,1322677144,-9020,2568,13648,nan
5,4,11503450,86381099,103191160,1322677144,-3380,-572,16420,nan
6,2,1913896,86381753,103149987,1322677144,nan,nan,nan,32185
5,3,6319679,86382563,103152140,1322677144,-9032,2552,13648,nan
5,4,11506123,86383772,103193832,1322677144,-3376,-568,16436,nan
6,2,1916611,86383961,103152702,1322677144,nan,nan,nan,32184
5,3,6322367,86385253,103154828,1322677144,-9044,2592,13620,nan
5,4,11508796,86386446,103196505,1322677144,-3388,-564,16420,nan
6,2,1919326,86386635,103155417,1322677144,nan,nan,nan,32185
5,3,6325056,86387940,103157516,1322677144,-9056,2568,13652,nan
5,4,11511468,86389119,103199178,1322677144,-3412,-580,16444,nan
6,2,1922041,86389335,103158132,1322677144,nan,nan,nan,32186
5,3,6327744,86390628,103160205,1322677144,-9036,2556,13636,nan
5,4,11514141,86391793,103201850,1322677144,-3368,-568,16400,nan
6,2,1924756,86392050,103160847,1322677144,nan,nan,nan,32189
5,3,6330432,86393319,103162893,1322677144,-9004,2576,13592,nan
5,4,11516814,86394464,103204523,1322677144,-3404,-524,16404,nan
6,2,1927470,86394765,103163562,1322677144,nan,nan,nan,32177
5,3,6333121,86396006,103165581,1322677144,-9060,2576,13668,nan
5,4,11519486,86397139,103207196,1322677144,-3364,-576,16492,nan
6,2,1930185,86397480,103166276,1322677144,nan,nan,nan,32185
5,3,6335809,86398694,103168270,1322677144,-9064,2528,13660,nan
5,4,11522159,86399810,103209868,1322677144,-3388,-584,16412,nan
6,2,1932900,86400194,103168991,1322677144,nan,nan,nan,32186
5,3,6338497,86401383,103170958,1322677144,-9072,2532,13672,nan
5,4,11524832,86402483,103212541,1322677144,-3396,-564,16480,nan
6,2,1935615,86402910,103171706,1322677144,nan,nan,nan,32183
5,3,6341185,86404071,103173646,1322677144,-9048,2532,13652,nan
5,4,11527504,86405156,103215214,1322677144,-3376,-556,16424,nan
6,2,1938330,86405624,103174421,1322677144,nan,nan,nan,32188
5,3,6343874,86406759,103176334,1322677145,-9044,2524,13648,nan
5,4,11530177,86407827,103217886,1322677145,-3384,-556,16428,nan
6,2,1941045,86408340,103177136,1322677145,nan,nan,nan,32183
5,3,6346562,86409448,103179023,1322677145,-9076,2532,13616,nan
5,4,11532850,86410500,103220559,1322677145,-3380,-560,16428,nan
6,2,1943760,86411055,103179851,1322677145,nan,nan,nan,32184
5,3,6349250,86412136,103181711,1322677145,-9032,2540,13696,nan
5,4,11535523,86413174,103223232,1322677145,-3412,-560,16452,nan
6,2,1946475,86413770,103182566,1322677145,nan,nan,nan,32187
5,3,6351938,86414824,103184399,1322677145,-9076,2500,13616,nan
5,4,11538195,86415847,103225905,1322677145,-3368,-568,16388,nan
6,2,1949190,86416469,103185281,1322677145,nan,nan,nan,32185
5,3,6354627,86417513,103187087,1322677145,-9036,2548,13636,nan
5,4,11540868,86418521,103228577,1322677145,-3396,-532,16416,nan
6,2,1951904,86419201,103187996,1322677145,nan,nan,nan,32175
5,3,6357315,86420202,103189776,1322677145,-9100,2512,13656,nan
5,4,11543541,86421191,103231250,1322677145,-3376,-572,16496,nan
6,2,1954619,86421915,103190710,1322677145,nan,nan,nan,32183
5,3,6360003,86422890,103192464,1322677145,-9036,2500,13656,nan
5,4,11546214,86423865,103233923,1322677145,-3372,-564,16408,nan
6,2,1957334,86424630,103193425,1322677145,nan,nan,nan,32186
5,3,6362692,86425581,103195152,1322677145,-9072,2552,13664,nan
5,4,11548886,86426539,103236596,1322677145,-3392,-560,16484,nan
6,2,1960049,86427346,103196140,1322677145,nan,nan,nan,32183
5,3,6365380,86428266,103197841,1322677145,-9036,2488,13676,nan
5,4,11551559,86429212,103239268,1322677145,-3360,-536,16408,nan
6,2,1962764,86430061,103198855,1322677145,nan,nan,nan,32185
5,3,6368068,86430955,103200529,1322677145,-9044,2544,13668,nan
5,4,11554232,86431884,103241941,1322677145,-3372,-552,16436,nan
6,2,1965479,86432775,103201570,1322677145,nan,nan,nan,32181
5,3,6370757,86433643,103203217,1322677145,-9044,2500,13620,nan
5,4,11556904,86434558,103244614,1322677145,-3384,-548,16432,nan
6,2,1968194,86435491,103204285,1322677145,nan,nan,nan,32185
5,3,6373445,86436334,103205906,1322677145,-9056,2552,13672,nan
5,4,11559577,86437229,103247286,1322677145,-3392,-548,16420,nan
6,2,1970909,86438205,103207000,1322677145,nan,nan,nan,32185
5,3,6376133,86439020,103208594,1322677146,-9068,2508,13668,nan
5,4,11562250,86439902,103249959,1322677146,-3376,-556,16416,nan
6,2,1973624,86440921,103209715,1322677146,nan,nan,nan,32185
5,3,6378822,86441709,103211282,1322677146,-9056,2540,13608,nan
5,4,11564923,86442575,103252632,1322677146,-3380,-552,16428,nan
6,2,1976339,86443635,103212430,1322677146,nan,nan,nan,32172
5,3,6381510,86444398,103213971,1322677146,-9060,2544,13656,nan
5,4,11567595,86445248,103255305,1322677146,-3380,-556,16488,nan
6,2,1979054,86446351,103215145,1322677146,nan,nan,nan,32182
5,3,6384198,86447088,103216659,1322677146,-9052,2484,13664,nan
5,4,11570268,86447921,103257977,1322677146,-3368,-584,16412,nan
6,2,1981769,86449066,103217860,1322677146,nan,nan,nan,32182
5,3,6386887,86449777,103219347,1322677146,-9068,2544,13676,nan
5,4,11572941,86450594,103260650,1322677146,-3360,-576,16472,nan
6,2,1984483,86451764,103220575,1322677146,nan,nan,nan,32178
5,3,6389575,86452464,103222036,1322677146,-9000,2548,13680,nan
5,4,11575613,86453266,103263323,1322677146,-3340,-548,16348,nan
6,2,1987198,86454496,103223289,1322677146,nan,nan,nan,32156
5,3,6392264,86455152,103224724,1322677146,-8956,2600,13700,nan
5,4,11578286,86455940,103265995,1322677146,-3324,-536,16420,nan
6,2,1989913,86457213,103226004,1322677146,nan,nan,nan,32070
5,3,6394952,86457841,103227413,1322677146,-8944,2784,13716,nan
5,4,11580959,86458613,103268668,1322677146,-3312,-520,16536,nan
6,2,1992628,86459926,103228719,1322677146,nan,nan,nan,32011
5,3,6397640,86460529,103230101,1322677146,-8896,2876,13736,nan
5,4,11583631,86461287,103271341,1322677146,-3296,-548,16472,nan
6,2,1995342,86462643,103231434,1322677146,nan,nan,nan,32004
5,3,6400329,86463218,103232789,1322677146,-8852,2948,13724,nan
5,4,11586304,86463958,103274013,1322677146,-3308,-512,16484,nan
6,2,1998057,86465356,103234148,1322677146,nan,nan,nan,32013
5,3,6403017,86465906,103235478,1322677146,-8836,2968,13748,nan
5,4,11588977,86466630,103276686,1322677146,-3304,-492,16480,nan
6,2,2000772,86468071,103236863,1322677146,nan,nan,nan,31984
5,3,6405705,86468595,103238166,1322677146,-8764,3012,13696,nan
5,4,11591650,86469305,103279359,1322677146,-3288,-456,16404,nan
6,2,2003487,86470786,103239578,1322677146,nan,nan,nan,32067
5,3,6408394,86471283,103240854,1322677146,-8800,3000,13740,nan
5,4,11594322,86471976,103282032,1322677147,-3240,-508,16524,nan
6,2,2006201,86473500,103242293,1322677147,nan,nan,nan,32073
5,3,6411082,86473971,103243543,1322677147,-8780,3048,13796,nan
5,4,11596995,86474649,103284704,1322677147,-3252,-476,16444,nan
6,2,2008916,86476215,103245007,1322677147,nan,nan,nan,32074
5,3,6413771,86476660,103246231,1322677147,-8724,3080,13756,nan
5,4,11599668,86477323,103287377,1322677147,-3284,-464,16496,nan
6,2,2011631,86478931,103247722,1322677147,nan,nan,nan,32098
5,3,6416459,86479348,103248920,1322677147,-8724,3080,13792,nan
5,4,11602341,86479995,103290050,1322677147,-3268,-456,16444,nan
6,2,2014346,86481645,103250437,1322677147,nan,nan,nan,32081
5,3,6419147,86482038,103251608,1322677147,-8700,3064,13752,nan
5,4,11605013,86482668,103292723,1322677147,-3304,-464,16464,nan
6,2,2017060,86484361,103253152,1322677147,nan,nan,nan,32103
5,3,6421836,86484725,103254296,1322677147,-8704,3104,13768,nan
5,4,11607686,86485340,103295395,1322677147,-3320,-440,16456,nan
6,2,2019775,86487075,103255866,1322677147,nan,nan,nan,32129
5,3,6424524,86487414,103256985,1322677147,-8728,3112,13756,nan
5,4,11610359,86488014,103298068,1322677147,-3336,-436,16432,nan
6,2,2022490,86489790,103258581,1322677147,nan,nan,nan,32160
5,3,6427212,86490102,103259673,1322677147,-8712,3080,13728,nan
5,4,11613032,86490687,103300741,1322677147,-3316,-456,16444,nan
6,2,2025205,86492506,103261296,1322677147,nan,nan,nan,32164
5,3,6429901,86492794,103262361,1322677147,-8700,3112,13700,nan
5,4,11615704,86493366,103303414,1322677147,-3320,-440,16440,nan
6,2,2027919,86495219,103264011,1322677147,nan,nan,nan,32192
5,3,6432589,86495481,103265050,1322677147,-8760,3084,13756,nan
5,4,11618377,86496034,103306086,1322677147,-3320,-488,16456,nan
6,2,2030634,86497934,103266725,1322677147,nan,nan,nan,32208
5,3,6435277,86498168,103267738,1322677147,-8756,3012,13740,nan
5,4,11621050,86498705,103308759,1322677147,-3296,-496,16412,nan
6,2,2033349,86500650,103269440,1322677147,nan,nan,nan,32220
5,3,6437966,86500858,103270426,1322677147,-8824,3060,13828,nan
5,4,11623722,86501380,103311432,1322677147,-3312,-496,16588,nan
6,2,2036064,86503365,103272155,1322677147,nan,nan,nan,32221
5,3,6440654,86503545,103273115,1322677147,-8800,2988,13716,nan
5,4,11626395,86504051,103314104,1322677147,-3292,-504,16400,nan
6,2,2038778,86506079,103274870,1322677148,nan,nan,nan,32219
5,3,6443343,86506257,103275803,1322677148,-8840,2952,13708,nan
5,4,11629068,86506725,103316777,1322677148,-3284,-504,16448,nan
6,2,2041493,86508794,103277584,1322677148,nan,nan,nan,32217
5,3,6446031,86508972,103278492,1322677148,-8856,2956,13720,nan
5,4,11631741,86509616,103319450,1322677148,-3328,-508,16460,nan
6,2,2044208,86511509,103280299,1322677148,nan,nan,nan,32217
5,3,6448719,86511694,103281180,1322677148,-8868,2916,13720,nan
5,4,11634413,86512069,103322123,1322677148,-3288,-528,16440,nan
6,2,2046923,86514224,103283014,1322677148,nan,nan,nan,32219
5,3,6451408,86514409,103283868,1322677148,-8908,2904,13680,nan
5,4,11637086,86514743,103324795,1322677148,-3316,-516,16456,nan
6,2,2049638,86516939,103285729,1322677148,nan,nan,nan,32216
5,3,6454096,86517125,103286557,1322677148,-8912,2864,13664,nan
5,4,11639759,86517416,103327468,1322677148,-3320,-536,16456,nan
6,2,2052352,86519654,103288444,1322677148,nan,nan,nan,32209
5,3,6456785,86519839,103289245,1322677148,-8948,2820,13680,nan
5,4,11642431,86520089,103330141,1322677148,-3292,-556,16440,nan
6,2,2055067,86522351,103291158,1322677148,nan,nan,nan,32211
5,3,6459473,86522537,103291934,1322677148,-8936,2784,13628,nan
5,4,11645104,86522762,103332813,1322677148,-3248,-592,16492,nan
5,3,6462161,86525055,103294622,1322677148,-9000,2852,13720,nan
6,2,2057782,86525241,103293873,1322677148,nan,nan,nan,32205
5,4,11647777,86525435,103335486,1322677148,-3284,-588,16504,nan
5,3,6464849,86527743,103297310,1322677148,-8932,2748,13664,nan
6,2,2060497,86527929,103296588,1322677148,nan,nan,nan,32204
5,4,11650449,86528115,103338159,1322677148,-3268,-568,16440,nan
5,3,6467538,86530431,103299998,1322677148,-8976,2724,13676,nan
6,2,2063212,86530617,103299303,1322677148,nan,nan,nan,32201
5,4,11653122,86530873,103340831,1322677148,-3284,-576,16444,nan
5,3,6470226,86533119,103302687,1322677148,-9000,2696,13620,nan
6,2,2065926,86533772,103302018,1322677148,nan,nan,nan,32198
5,4,11655795,86533959,103343504,1322677148,-3300,-588,16432,nan
5,3,6472914,86535807,103305375,1322677148,-8996,2720,13648,nan
6,2,2068641,86535994,103304732,1322677148,nan,nan,nan,32197
5,4,11658467,86536181,103346177,1322677148,-3280,-580,16432,nan
5,3,6475602,86538496,103308063,1322677149,-9024,2712,13688,nan
6,2,2071356,86538683,103307447,1322677149,nan,nan,nan,32197
5,4,11661140,86538870,103348849,1322677149,-3312,-584,16492,nan
5,3,6478291,86541184,103310751,1322677149,-8984,2704,13604,nan
6,2,2074071,86541375,103310162,1322677149,nan,nan,nan,32195
5,4,11663813,86541633,103351522,1322677149,-3280,-592,16460,nan
5,3,6480979,86543873,103313440,1322677149,-8996,2712,13612,nan
6,2,2076786,86544071,103312877,1322677149,nan,nan,nan,32189
5,4,11666486,86544259,103354195,1322677149,-3308,-584,16400,nan
5,3,6483667,86546562,103316128,1322677149,-9028,2680,13668,nan
6,2,2079500,86546804,103315592,1322677149,nan,nan,nan,32190
5,4,11669158,86546992,103356868,1322677149,-3228,-624,16528,nan
5,3,6486355,86549249,103318816,1322677149,-9072,2728,13712,nan
5,4,11671831,86549490,103359540,1322677149,-3260,-608,16464,nan
5,3,6489044,86551938,103321504,1322677149,-9016,2664,13620,nan
5,3,6491732,86554625,103324193,1322677149,-9012,2664,13684,nan
5,3,6494420,86557314,103326881,1322677149,-9024,2640,13628,nan
5,3,6497109,86560003,103329569,1322677149,-9044,2644,13636,nan
5,3,6499797,86562691,103332258,1322677149,-9052,2644,13660,nan
5,3,6502485,86565381,103334946,1322677149,-9028,2632,13648,nan
5,3,6505174,86568069,103337634,1322677149,-9004,2644,13592,nan
5,3,6507862,86570757,103340323,1322677150,-9056,2632,13608,nan
6,2,2103781,86571412,103318306,1322677150,nan,nan,nan,32190
5,4,11693595,86571600,103362213,1322677150,-3292,-592,16440,nan
5,3,6510550,86573445,103343011,1322677150,-9048,2628,13696,nan
6,2,2106725,86574031,103342587,1322677150,nan,nan,nan,32186
5,4,11696439,86574220,103383977,1322677150,-3272,-616,16484,nan
5,3,6513239,86576135,103345699,1322677150,-9056,2632,13648,nan
6,2,2109440,86576745,103345531,1322677150,nan,nan,nan,32184
5,4,11699112,86577007,103386821,1322677150,-3268,-616,16476,nan
5,3,6515927,86578822,103348388,1322677150,-9020,2596,13684,nan
5,3,6518615,86581511,103351076,1322677150,-9032,2588,13648,nan
5,3,6521303,86584200,103353764,1322677150,-9044,2596,13632,nan
5,3,6523992,86586887,103356452,1322677150,-9068,2600,13580,nan
5,3,6526680,86589576,103359141,1322677150,-9048,2592,13648,nan
5,3,6529369,86592266,103361829,1322677150,-9052,2596,13604,nan
5,3,6532057,86594952,103364518,1322677150,-9068,2576,13652,nan
5,3,6534745,86597643,103367206,1322677150,-9064,2580,13664,nan
5,3,6537434,86600329,103369894,1322677150,-9056,2608,13652,nan
6,2,2133721,86601030,103348246,1322677150,nan,nan,nan,32185
5,4,11723549,86601220,103389494,1322677150,-3244,-608,16468,nan
5,3,6540122,86603018,103372583,1322677151,-9068,2572,13668,nan
6,2,2136664,86603972,103372527,1322677151,nan,nan,nan,32184
5,4,11726395,86604163,103413931,1322677151,-3260,-592,16432,nan
5,3,6542810,86605707,103375271,1322677151,-9080,2560,13640,nan
6,2,2139379,86606669,103375470,1322677151,nan,nan,nan,32183
5,4,11729067,86606895,103416777,1322677151,-3264,-604,16468,nan
5,3,6545499,86608396,103377959,1322677151,-9060,2548,13600,nan
5,3,6548187,86611086,103380648,1322677151,-9064,2560,13652,nan
5,3,6550875,86613774,103383336,1322677151,-9068,2540,13660,nan
5,3,6553564,86616462,103386024,1322677151,-9032,2572,13576,nan
5,3,6556252,86619151,103388713,1322677151,-9096,2564,13656,nan
5,3,6558940,86621838,103391401,1322677151,-9080,2544,13660,nan
5,3,6561629,86624530,103394089,1322677151,-9112,2600,13660,nan
5,3,6564317,86627215,103396778,1322677151,-9064,2504,13648,nan
5,3,6567005,86629904,103399466,1322677151,-9092,2540,13652,nan
6,2,2163662,86630974,103378185,1322677151,nan,nan,nan,32183
5,4,11753504,86631168,103419449,1322677151,-3280,-620,16476,nan
5,3,6569693,86632592,103402154,1322677151,-9088,2524,13628,nan
6,2,2166606,86633916,103402468,1322677151,nan,nan,nan,32183
5,4,11756350,86634093,103443886,1322677151,-3280,-596,16452,nan
5,3,6572382,86635281,103404842,1322677151,-9080,2504,13628,nan
6,2,2169321,86636633,103405412,1322677152,nan,nan,nan,32183
5,4,11759022,86636811,103446732,1322677152,-3288,-608,16460,nan
5,3,6575070,86637968,103407531,1322677152,-9096,2552,13660,nan
6,2,2172036,86639346,103408127,1322677152,nan,nan,nan,32185
5,4,11761695,86639531,103449404,1322677152,-3264,-580,16420,nan
5,3,6577758,86640658,103410219,1322677152,-9040,2548,13604,nan
5,4,11764368,86642035,103452077,1322677152,-3276,-572,16452,nan
5,3,6580447,86643346,103412907,1322677152,-9080,2544,13624,nan
5,3,6583135,86646035,103415596,1322677152,-9088,2512,13648,nan
5,3,6585823,86648725,103418284,1322677152,-9104,2544,13692,nan
5,3,6588511,86651411,103420972,1322677152,-9060,2520,13596,nan
5,3,6591200,86654100,103423660,1322677152,-9080,2532,13688,nan
5,3,6593888,86656788,103426349,1322677152,-9072,2496,13632,nan
5,3,6596576,86659477,103429037,1322677152,-9072,2540,13644,nan
5,3,6599264,86662165,103431725,1322677152,-9072,2532,13624,nan
6,2,2196318,86663630,103410842,1322677152,nan,nan,nan,32182
5,4,11786135,86663816,103454750,1322677152,-3264,-580,16444,nan
5,3,6601953,86664854,103434413,1322677152,-9092,2528,13632,nan
6,2,2199261,86666572,103435124,1322677152,nan,nan,nan,32180
5,4,11788980,86666758,103476517,1322677152,-3300,-584,16492,nan
5,3,6604641,86667541,103437102,1322677152,-9060,2536,13604,nan
6,2,2201976,86669288,103438067,1322677153,nan,nan,nan,32181
5,4,11791652,86669474,103479362,1322677153,-3280,-608,16464,nan
5,3,6607329,86670231,103439790,1322677153,-9084,2496,13604,nan
5,4,11794325,86671992,103482034,1322677153,-3244,-608,16432,nan
5,3,6610018,86672919,103442478,1322677153,-9104,2512,13696,nan
5,4,11796998,86674664,103484707,1322677153,-3288,-600,16528,nan
5,3,6612706,86675607,103445167,1322677153,-9104,2532,13604,nan
5,4,11799671,86677338,103487380,1322677153,-3248,-596,16384,nan
5,3,6615394,86678295,103447855,1322677153,-9064,2532,13680,nan
5,4,11802343,86680010,103490053,1322677153,-3256,-596,16408,nan
5,3,6618083,86680984,103450543,1322677153,-9016,2548,13652,nan
5,4,11805016,86682685,103492725,1322677153,-3252,-580,16408,nan
5,3,6620771,86683672,103453232,1322677153,-8952,2720,13684,nan
5,4,11807689,86685355,103495398,1322677153,-3200,-580,16520,nan
5,3,6623459,86686361,103455920,1322677153,-8876,2944,13724,nan
5,4,11810362,86688031,103498071,1322677153,-3172,-572,16572,nan
5,3,6626147,86689048,103458608,1322677153,-8844,3028,13740,nan
5,4,11813034,86690701,103500744,1322677153,-3156,-572,16492,nan
5,3,6628836,86691738,103461296,1322677153,-8736,3108,13712,nan
5,4,11815707,86693376,103503416,1322677153,-3152,-536,16448,nan
6,2,2226257,86693564,103440782,1322677153,nan,nan,nan,32185
5,3,6631524,86694426,103463985,1322677153,-8772,3116,13772,nan
5,4,11818380,86696047,103506089,1322677153,-3080,-560,16544,nan
6,2,2229091,86696405,103465063,1322677153,nan,nan,nan,32010
5,3,6634212,86697116,103466673,1322677153,-8700,3104,13776,nan
5,4,11821052,86698720,103508762,1322677153,-3120,-532,16472,nan
6,2,2231805,86699119,103467897,1322677153,nan,nan,nan,32031
5,3,6636901,86699803,103469361,1322677153,-8708,3220,13832,nan
5,4,11823725,86701396,103511434,1322677154,-3140,-520,16540,nan
6,2,2234520,86701834,103470611,1322677154,nan,nan,nan,32038
5,3,6639589,86702491,103472050,1322677154,-8652,3208,13808,nan
5,4,11826398,86704066,103514107,1322677154,-3132,-532,16464,nan
6,2,2237235,86704550,103473326,1322677154,nan,nan,nan,32049
5,3,6642277,86705180,103474738,1322677154,-8676,3220,13760,nan
5,4,11829071,86706738,103516780,1322677154,-3164,-516,16476,nan
6,2,2239950,86707265,103476041,1322677154,nan,nan,nan,32039
5,3,6644966,86707868,103477426,1322677154,-8636,3260,13764,nan
5,4,11831743,86709411,103519453,1322677154,-3180,-500,16480,nan
6,2,2242665,86709980,103478756,1322677154,nan,nan,nan,32064
5,3,6647654,86710559,103480115,1322677154,-8608,3260,13804,nan
5,4,11834416,86712086,103522125,1322677154,-3208,-492,16476,nan
6,2,2245380,86712695,103481471,1322677154,nan,nan,nan,32090
5,3,6650342,86713245,103482803,1322677154,-8636,3260,13788,nan
5,4,11837089,86714757,103524798,1322677154,-3196,-512,16444,nan
6,2,2248095,86715411,103484186,1322677154,nan,nan,nan,32096
5,3,6653031,86715933,103485491,1322677154,-8580,3288,13704,nan
5,4,11839761,86717430,103527471,1322677154,-3224,-488,16456,nan
6,2,2250810,86718125,103486901,1322677154,nan,nan,nan,32105
5,3,6655719,86718623,103488180,1322677154,-8628,3264,13832,nan
5,4,11842434,86720104,103530143,1322677154,-3200,-520,16500,nan
6,2,2253525,86720842,103489616,1322677154,nan,nan,nan,32157
5,3,6658407,86721311,103490868,1322677154,-8612,3172,13768,nan
5,4,11845107,86722776,103532816,1322677154,-3212,-508,16432,nan
6,2,2256240,86723555,103492331,1322677154,nan,nan,nan,32187
5,3,6661096,86724001,103493556,1322677154,-8664,3228,13836,nan
5,4,11847779,86725448,103535489,1322677154,-3248,-528,16528,nan
6,2,2258955,86726270,103495046,1322677154,nan,nan,nan,32200
5,3,6663784,86726689,103496245,1322677154,-8684,3188,13712,nan
5,4,11850452,86728122,103538161,1322677154,-3220,-528,16400,nan
6,2,2261670,86728986,103497761,1322677154,nan,nan,nan,32214
5,3,6666472,86729377,103498933,1322677154,-8740,3108,13776,nan
5,4,11853125,86730794,103540834,1322677154,-3256,-552,16492,nan
6,2,2264385,86731702,103500476,1322677154,nan,nan,nan,32207
5,3,6669161,86732064,103501621,1322677154,-8748,3152,13736,nan
5,4,11855797,86733468,103543507,1322677154,-3256,-540,16460,nan
6,2,2267100,86734415,103503191,1322677155,nan,nan,nan,32214
5,3,6671849,86734755,103504310,1322677155,-8800,3100,13736,nan
5,4,11858470,86736140,103546179,1322677155,-3272,-580,16468,nan
6,2,2269815,86737132,103505906,1322677155,nan,nan,nan,32211
5,3,6674538,86737441,103506998,1322677155,-8836,3068,13736,nan
5,4,11861143,86738816,103548852,1322677155,-3236,-564,16428,nan
6,2,2272530,86739847,103508621,1322677155,nan,nan,nan,32214
5,3,6677226,86740131,103509687,1322677155,-8832,3072,13648,nan
5,4,11863815,86741487,103551525,1322677155,-3276,-576,16452,nan
6,2,2275245,86742561,103511336,1322677155,nan,nan,nan,32211
5,3,6679915,86742820,103512375,1322677155,-8860,3012,13640,nan
5,4,11866488,86744160,103554197,1322677155,-3260,-624,16488,nan
6,2,2277960,86745276,103514051,1322677155,nan,nan,nan,32214
5,3,6682604,86745509,103515064,1322677155,-8880,2940,13708,nan
5,4,11869161,86746832,103556870,1322677155,-3220,-640,16464,nan
6,2,2280675,86747993,103516766,1322677155,nan,nan,nan,32214
5,3,6685292,86748198,103517753,1322677155,-8916,2960,13776,nan
5,4,11871834,86749504,103559543,1322677155,-3264,-624,16516,nan
6,2,2283390,86750708,103519481,1322677155,nan,nan,nan,32208
5,3,6687980,86750894,103520441,1322677155,-8916,2940,13668,nan
5,4,11874506,86752177,103562216,1322677155,-3260,-608,16424,nan
6,2,2286105,86753422,103522196,1322677155,nan,nan,nan,32205
5,3,6690669,86753607,103523129,1322677155,-8908,2836,13688,nan
5,4,11877179,86754850,103564888,1322677155,-3260,-616,16468,nan
6,2,2288820,86756139,103524911,1322677155,nan,nan,nan,32204
5,3,6693357,86756325,103525818,1322677155,-8904,2832,13656,nan
5,4,11879852,86757522,103567561,1322677155,-3296,-616,16432,nan
6,2,2291535,86758852,103527626,1322677155,nan,nan,nan,32207
5,3,6696046,86759037,103528506,1322677155,-8940,2832,13668,nan
5,4,11882525,86760195,103570234,1322677155,-3308,-632,16476,nan
6,2,2294249,86761567,103530341,1322677155,nan,nan,nan,32202
5,3,6698734,86761753,103531195,1322677155,-8964,2812,13636,nan
5,4,11885198,86762869,103572907,1322677155,-3276,-624,16420,nan
6,2,2296964,86764285,103533055,1322677155,nan,nan,nan,32202
5,3,6701422,86764471,103533883,1322677155,-8936,2804,13620,nan
5,4,11887870,86765543,103575580,1322677155,-3304,-588,16440,nan
6,2,2299679,86766998,103535770,1322677156,nan,nan,nan,32201
5,3,6704110,86767184,103536571,1322677156,-8952,2828,13644,nan
5,4,11890543,86768215,103578252,1322677156,-3284,-672,16484,nan
5,3,6706799,86769705,103539259,1322677156,-8980,2744,13664,nan
5,4,11893216,86770889,103580925,1322677156,-3264,-672,16444,nan
5,4,11895889,86773562,103583598,1322677156,-3268,-636,16536,nan
5,4,11898562,86776238,103586271,1322677156,-3292,-644,16400,nan
5,4,11901235,86778906,103588944,1322677156,-3284,-632,16456,nan
5,4,11903908,86781580,103591617,1322677156,-3292,-628,16432,nan
5,4,11906580,86784255,103594290,1322677156,-3312,-636,16460,nan
5,4,11909253,86786927,103596962,1322677156,-3280,-628,16420,nan
5,4,11911926,86789598,103599635,1322677156,-3284,-624,16448,nan
5,3,6728127,86791036,103541948,1322677156,-9024,2752,13652,nan
6,2,2323961,86791262,103538485,1322677156,nan,nan,nan,32198
5,4,11914599,86792273,103602308,1322677156,-3296,-664,16480,nan
5,3,6730914,86793821,103563276,1322677156,-9028,2652,13648,nan
